chr	ENSG	symbol	gene_type	gene_length
chr10	ENSG00000236944.1	CCDC58P2	processed_pseudogene	365
chr10	ENSG00000236958.1	RP11-264A11.1	sense_intronic	205
chr10	ENSG00000236960.1	RP11-265G8.3	processed_pseudogene	227
chr10	ENSG00000236968.1	RP11-298E9.5	lincRNA	594
chr10	ENSG00000236983.1	LINC00614	lincRNA	643
chr10	ENSG00000236990.1	RP11-433J20.1	lincRNA	2283
chr10	ENSG00000236991.5	EDRF1-AS1	antisense	382
chr10	ENSG00000236993.2	GAPDHP21	processed_pseudogene	1009
chr10	ENSG00000237002.5	RP11-92J19.3	lincRNA	396
chr10	ENSG00000237032.1	RP11-398C13.2	processed_pseudogene	884
chr10	ENSG00000237036.4	ZEB1-AS1	antisense	380
chr10	ENSG00000237128.1	RP11-351M16.3	lincRNA	270
chr10	ENSG00000237135.1	DDX10P1	processed_pseudogene	1931
chr10	ENSG00000237139.1	RP11-137L10.5	processed_pseudogene	282
chr10	ENSG00000237141.1	DNAJC19P1	processed_pseudogene	318
chr10	ENSG00000237149.5	ZNF503-AS2	antisense	1428
chr10	ENSG00000237169.1	RP11-452K12.3	processed_pseudogene	494
chr10	ENSG00000237205.1	RPL7P34	processed_pseudogene	711
chr10	ENSG00000237224.4	RP11-109A6.2	antisense	480
chr10	ENSG00000237233.2	TMEM26-AS1	antisense	860
chr10	ENSG00000237242.1	BTF3P15	processed_pseudogene	335
chr10	ENSG00000237267.1	LINC01519	lincRNA	2026
chr10	ENSG00000237280.1	RP11-96C23.9	sense_intronic	686
chr10	ENSG00000237297.1	RP11-631M21.6	unprocessed_pseudogene	741
chr10	ENSG00000237389.1	RP11-402L1.4	lincRNA	409
chr10	ENSG00000237399.6	PITRM1-AS1	antisense	537
chr10	ENSG00000237417.1	XRCC6P1	processed_pseudogene	1801
chr10	ENSG00000237470.3	DCLRE1CP1	unprocessed_pseudogene	465
chr10	ENSG00000237489.2	LINC00959	lincRNA	2837
chr10	ENSG00000237500.1	RP11-526P5.1	lincRNA	330
chr10	ENSG00000237512.5	UNC5B-AS1	antisense	470
chr10	ENSG00000237523.1	LINC00857	lincRNA	2159
chr10	ENSG00000237540.1	RP11-730A19.7	processed_pseudogene	300
chr10	ENSG00000237579.2	LINC01514	lincRNA	1332
chr10	ENSG00000237590.1	RP11-20J15.2	lincRNA	839
chr10	ENSG00000237592.2	IGKV1OR10-1	IG_V_pseudogene	327
chr10	ENSG00000237618.1	BTBD7P2	processed_pseudogene	619
chr10	ENSG00000237635.2	XX-2136C48.8	unprocessed_pseudogene	678
chr10	ENSG00000237642.1	HMGB3P5	processed_pseudogene	611
chr10	ENSG00000237675.4	TEX36-AS1	antisense	744
chr10	ENSG00000237740.1	NPAP1P3	processed_pseudogene	1585
chr10	ENSG00000237746.1	ZNF101P1	processed_pseudogene	1717
chr10	ENSG00000237761.1	RP11-127O4.2	lincRNA	367
chr10	ENSG00000237768.2	RP11-344N10.2	antisense	289
chr10	ENSG00000237797.1	RP11-472N13.3	lincRNA	345
chr10	ENSG00000237827.1	RP11-332O19.2	processed_pseudogene	399
chr10	ENSG00000237831.1	RP11-499O7.4	unprocessed_pseudogene	123
chr10	ENSG00000237840.5	FAM21FP	transcribed_unprocessed_pseudogene	1120
chr10	ENSG00000237882.1	PPIAP13	processed_pseudogene	477
chr10	ENSG00000237885.1	RP11-208C17.4	processed_pseudogene	408
chr10	ENSG00000237913.1	FTLP19	processed_pseudogene	393
chr10	ENSG00000237936.1	RP11-224P11.1	processed_pseudogene	435
chr10	ENSG00000237943.5	PRKCQ-AS1	processed_transcript	1131
chr10	ENSG00000237949.1	LINC00844	lincRNA	475
chr10	ENSG00000237956.1	TRIAP1P1	processed_pseudogene	224
chr10	ENSG00000237970.1	TMEM161BP1	processed_pseudogene	1456
chr10	ENSG00000237986.2	CELF2-AS2	antisense	849
chr10	ENSG00000238021.5	ARMC4P1	transcribed_unprocessed_pseudogene	639
chr10	ENSG00000238176.1	RP11-322I2.1	lincRNA	291
chr10	ENSG00000238215.1	RP11-167P22.5	processed_pseudogene	1298
chr10	ENSG00000238246.1	RP11-575A19.2	antisense	497
chr10	ENSG00000238258.1	RP11-342D11.2	antisense	779
chr10	ENSG00000238263.1	RP11-402L1.12	processed_pseudogene	435
chr10	ENSG00000238266.1	LINC00707	lincRNA	3065
chr10	ENSG00000238276.4	RP11-245J24.1	processed_transcript	409
chr10	ENSG00000238280.1	RP11-436D10.3	antisense	685
chr10	ENSG00000238291.1	RP11-94M14.3	lincRNA	828
chr10	ENSG00000238366.1	Y_RNA	misc_RNA	100
chr10	ENSG00000238380.1	RNU7-165P	snRNA	59
chr10	ENSG00000238405.1	RNA5SP311	rRNA	115
chr10	ENSG00000238446.1	RNU7-38P	snRNA	59
chr10	ENSG00000238469.1	AC091487.1	miRNA	97
chr10	ENSG00000238523.1	RNU7-107P	snRNA	60
chr10	ENSG00000238707.1	SNORD2	snoRNA	68
chr10	ENSG00000238742.1	MIR2110	miRNA	74
chr10	ENSG00000238766.2	AL445199.1	miRNA	71
chr10	ENSG00000238803.1	AL732479.1	miRNA	95
chr10	ENSG00000238840.1	U8	snoRNA	132
chr10	ENSG00000238957.1	AL512640.1	miRNA	71
chr10	ENSG00000239142.1	U8	snoRNA	135
chr10	ENSG00000239148.1	U8	snoRNA	132
chr10	ENSG00000239152.1	RNA5SP310	rRNA	115
chr10	ENSG00000239539.1	HMGN1P20	processed_pseudogene	299
chr10	ENSG00000239625.3	RN7SL241P	misc_RNA	235
chr10	ENSG00000239665.7	RP11-295P9.3	protein_coding	1197
chr10	ENSG00000239731.3	RN7SL825P	misc_RNA	294
chr10	ENSG00000239744.3	RN7SL63P	misc_RNA	303
chr10	ENSG00000239822.3	RN7SL754P	misc_RNA	265
chr10	ENSG00000239883.7	PARPG1	transcribed_unprocessed_pseudogene	785
chr10	ENSG00000239942.2	RN7SL394P	misc_RNA	290
chr10	ENSG00000240089.2	BMS1P3	transcribed_unprocessed_pseudogene	926
chr10	ENSG00000240180.1	RP11-318E3.4	processed_pseudogene	487
chr10	ENSG00000240291.1	RP11-499P20.2	antisense	1023
chr10	ENSG00000240294.2	RN7SKP241	misc_RNA	290
chr10	ENSG00000240527.1	RP11-429G19.3	sense_intronic	585
chr10	ENSG00000240577.3	RN7SL445P	misc_RNA	292
chr10	ENSG00000240707.2	LINC01168	lincRNA	5251
chr10	ENSG00000240800.1	ATP8A2P1	transcribed_unprocessed_pseudogene	534
chr10	ENSG00000240940.3	RN7SL591P	misc_RNA	291
chr10	ENSG00000240996.1	RP11-80H5.7	lincRNA	665
chr10	ENSG00000241058.2	NSUN6	protein_coding	2190
chr10	ENSG00000241317.1	RP11-342M3.1	lincRNA	331
chr10	ENSG00000241577.1	RP11-523O18.7	sense_overlapping	556
chr10	ENSG00000241621.1	GOLGA2P6	unprocessed_pseudogene	2035
chr10	ENSG00000241935.7	HOGA1	protein_coding	2578
chr10	ENSG00000242147.1	RP13-463N16.6	lincRNA	695
chr10	ENSG00000242288.9	RP11-464F9.1	processed_transcript	3791
chr10	ENSG00000242338.5	BMS1P4	transcribed_unprocessed_pseudogene	1706
chr10	ENSG00000242600.5	MBL1P	unitary_pseudogene	812
chr10	ENSG00000242818.3	RN7SL846P	misc_RNA	291
chr10	ENSG00000242853.3	RN7SL749P	misc_RNA	289
chr10	ENSG00000242912.3	RN7SL384P	misc_RNA	297
chr10	ENSG00000243251.5	PGBD3	protein_coding	2210
chr10	ENSG00000243289.1	CTGLF8P	unprocessed_pseudogene	359
chr10	ENSG00000243316.5	GUCY2GP	unitary_pseudogene	3201
chr10	ENSG00000243349.2	RP11-445N18.7	processed_transcript	3626
chr10	ENSG00000243350.1	RP11-379F12.3	lincRNA	563
chr10	ENSG00000243446.3	RN7SL284P	misc_RNA	274
chr10	ENSG00000243660.8	ZNF487	protein_coding	564
chr10	ENSG00000243782.3	RN7SL78P	misc_RNA	280
chr10	ENSG00000244332.1	RP11-119K6.6	sense_overlapping	643
chr10	ENSG00000244356.3	RN7SL398P	misc_RNA	297
chr10	ENSG00000244402.3	RN7SL314P	misc_RNA	291
chr10	ENSG00000244733.5	RP11-506M13.3	lincRNA	1832
chr10	ENSG00000248682.1	ARHGAP22-IT1	sense_intronic	468
chr10	ENSG00000249456.1	RP11-298J20.4	sense_overlapping	553
chr10	ENSG00000249860.3	MTRNR2L5	protein_coding	738
chr10	ENSG00000249962.1	RP11-80H5.5	processed_pseudogene	620
chr10	ENSG00000249967.1	RP11-548K23.11	protein_coding	1838
chr10	ENSG00000250833.1	DNM1P17	unprocessed_pseudogene	423
chr10	ENSG00000250959.2	GLUD1P3	transcribed_unprocessed_pseudogene	894
chr10	ENSG00000251079.5	BMS1P2	transcribed_unprocessed_pseudogene	1850
chr10	ENSG00000251413.1	RP11-534L6.5	sense_intronic	595
chr10	ENSG00000251711.1	RNU6-632P	snRNA	63
chr10	ENSG00000251783.1	RNU6-1170P	snRNA	105
chr10	ENSG00000251803.1	Y_RNA	misc_RNA	112
chr10	ENSG00000251810.1	RN7SKP132	misc_RNA	207
chr10	ENSG00000251839.1	RNU7-12P	snRNA	61
chr10	ENSG00000251922.1	SNORA14	snoRNA	140
chr10	ENSG00000251957.1	RNU6-1095P	snRNA	107
chr10	ENSG00000251989.2	AL160011.1	miRNA	76
chr10	ENSG00000252001.1	RNA5SP303	rRNA	129
chr10	ENSG00000252036.1	RN7SKP288	misc_RNA	267
chr10	ENSG00000252049.1	SNORA40	snoRNA	116
chr10	ENSG00000252072.1	RNA5SP320	rRNA	123
chr10	ENSG00000252076.1	RN7SKP196	misc_RNA	344
chr10	ENSG00000252113.2	RNU6-523P	snRNA	53
chr10	ENSG00000252118.1	RNU6ATAC39P	snRNA	148
chr10	ENSG00000252132.1	RNU6-795P	snRNA	102
chr10	ENSG00000252149.1	RNA5SP315	rRNA	115
chr10	ENSG00000252161.1	RNA5SP318	rRNA	91
chr10	ENSG00000252252.1	RNU6-687P	snRNA	88
chr10	ENSG00000252292.1	RN7SKP238	misc_RNA	248
chr10	ENSG00000252401.1	RNU4ATAC6P	snRNA	125
chr10	ENSG00000252416.1	RNU6-885P	snRNA	103
chr10	ENSG00000252438.1	SNORD45	snoRNA	72
chr10	ENSG00000252479.1	RNA5SP309	rRNA	105
chr10	ENSG00000252482.1	RNU7-22P	snRNA	60
chr10	ENSG00000252532.1	RNU7-193P	snRNA	64
chr10	ENSG00000252537.1	SNORA31	snoRNA	115
chr10	ENSG00000252574.2	RNU5B-6P	snRNA	67
chr10	ENSG00000252611.1	RNU6-1121P	snRNA	108
chr10	ENSG00000252621.1	Y_RNA	misc_RNA	109
chr10	ENSG00000252634.1	RN7SKP219	misc_RNA	295
chr10	ENSG00000252639.1	RNU2-24P	snRNA	142
chr10	ENSG00000252832.1	RNU6-1212P	snRNA	103
chr10	ENSG00000252877.1	RNA5SP312	rRNA	115
chr10	ENSG00000252888.1	SNORA31	snoRNA	125
chr10	ENSG00000252993.1	SNORA25	snoRNA	123
chr10	ENSG00000252994.1	RNU6-1231P	snRNA	102
chr10	ENSG00000252998.1	RNU6-889P	snRNA	102
chr10	ENSG00000253012.1	AC022538.1	miRNA	84
chr10	ENSG00000253054.1	RNU7-77P	snRNA	59
chr10	ENSG00000253066.1	RNU6-709P	snRNA	103
chr10	ENSG00000253070.1	RNU6-794P	snRNA	63
chr10	ENSG00000253626.3	EIF5AL1	protein_coding	3839
chr10	ENSG00000254271.1	RP11-131N11.4	lincRNA	432
chr10	ENSG00000254536.1	RP11-108K14.8	protein_coding	1593
chr10	ENSG00000254635.4	WAC-AS1	antisense	2320
chr10	ENSG00000254636.1	ARMS2	protein_coding	816
chr10	ENSG00000254929.5	RP11-144G6.12	processed_transcript	1582
chr10	ENSG00000255339.5	RP11-411B6.6	protein_coding	1940
chr10	ENSG00000255624.2	RP11-564D11.3	transcribed_processed_pseudogene	1322
chr10	ENSG00000256462.1	RP11-116G8.5	antisense	593
chr10	ENSG00000256574.5	OR13A1	protein_coding	2074
chr10	ENSG00000256892.2	MTRNR2L7	protein_coding	1534
chr10	ENSG00000256925.2	GPR123-AS1	antisense	2643
chr10	ENSG00000257582.4	LINC01475	lincRNA	334
chr10	ENSG00000258114.1	CTA-109P11.4	lincRNA	523
chr10	ENSG00000258539.1	RP11-12J10.3	protein_coding	3412
chr10	ENSG00000258838.4	ERCC6-PGBD3	protein_coding	3405
chr10	ENSG00000259021.2	TPRX1P1	processed_pseudogene	318
chr10	ENSG00000259267.2	RP11-432J9.6	lincRNA	531
chr10	ENSG00000259869.1	AL022344.7	lincRNA	967
chr10	ENSG00000259994.1	RP11-305E6.4	sense_overlapping	3240
chr10	ENSG00000260137.1	RP11-258F22.2	lincRNA	357
chr10	ENSG00000260151.1	RP11-748L13.6	lincRNA	1393
chr10	ENSG00000260205.1	RP11-108B14.5	lincRNA	3094
chr10	ENSG00000260314.2	MRC1	protein_coding	5168
chr10	ENSG00000260370.1	RP11-631M21.1	lincRNA	345
chr10	ENSG00000260400.1	RP11-119F7.5	sense_overlapping	2294
chr10	ENSG00000260461.1	RP11-541N10.3	sense_overlapping	2387
chr10	ENSG00000260475.1	RP11-85A1.3	lincRNA	863
chr10	ENSG00000260589.1	STAM-AS1	antisense	2594
chr10	ENSG00000260863.1	CYP2C60P	unprocessed_pseudogene	138
chr10	ENSG00000260917.1	RP11-57H14.4	sense_overlapping	4236
chr10	ENSG00000261011.1	RP11-96C23.11	transcribed_unprocessed_pseudogene	1736
chr10	ENSG00000261076.1	RP11-179B15.6	lincRNA	1416
chr10	ENSG00000261368.1	RP11-96B5.4	lincRNA	950
chr10	ENSG00000261438.1	RP11-399O19.9	sense_overlapping	1223
chr10	ENSG00000261456.4	TUBB8	protein_coding	2434
chr10	ENSG00000261671.1	RP11-573G6.6	lincRNA	762
chr10	ENSG00000261683.1	LINC00838	lincRNA	2933
chr10	ENSG00000262412.1	RP11-85G18.6	lincRNA	1000
chr10	ENSG00000263041.1	RP11-355F22.1	lincRNA	627
chr10	ENSG00000263064.2	RP11-291L22.7	processed_pseudogene	260
chr10	ENSG00000263436.1	MIR3158-1	miRNA	80
chr10	ENSG00000263476.1	MIR3156-1	miRNA	74
chr10	ENSG00000263482.3	ANTXRLP1	unprocessed_pseudogene	1815
chr10	ENSG00000263511.1	MIR5699	miRNA	89
chr10	ENSG00000263576.1	AL121748.1	miRNA	101
chr10	ENSG00000263577.1	AL160291.1	miRNA	83
chr10	ENSG00000263578.1	AL359546.1	miRNA	96
chr10	ENSG00000263584.1	MIR4480	miRNA	70
chr10	ENSG00000263626.1	AL392111.1	miRNA	100
chr10	ENSG00000263628.1	MIR3155A	miRNA	81
chr10	ENSG00000263639.4	MSMB	protein_coding	383
chr10	ENSG00000263658.1	AL356865.1	miRNA	119
chr10	ENSG00000263761.2	GDF2	protein_coding	1953
chr10	ENSG00000263795.1	MIR5100	miRNA	118
chr10	ENSG00000263921.1	AC013737.1	miRNA	51
chr10	ENSG00000264006.5	AKR1C8P	transcribed_unprocessed_pseudogene	915
chr10	ENSG00000264036.2	RN7SL198P	misc_RNA	257
chr10	ENSG00000264076.1	AL158040.1	miRNA	100
chr10	ENSG00000264204.2	AGAP7P	unprocessed_pseudogene	2054
chr10	ENSG00000264217.2	RPL35AP25	processed_pseudogene	329
chr10	ENSG00000264230.6	ANXA8L1	protein_coding	2162
chr10	ENSG00000264248.1	AL603831.1	miRNA	124
chr10	ENSG00000264261.1	AC024908.1	miRNA	89
chr10	ENSG00000264313.2	RN7SL644P	misc_RNA	258
chr10	ENSG00000264404.2	LINC00864	lincRNA	1203
chr10	ENSG00000264544.2	AL589988.1	miRNA	99
chr10	ENSG00000264572.1	MIR4296	miRNA	87
chr10	ENSG00000264574.1	MIR1254-2	miRNA	62
chr10	ENSG00000264610.1	MIR4685	miRNA	68
chr10	ENSG00000264677.1	AL355490.1	miRNA	104
chr10	ENSG00000264717.4	CH17-360D5.1	lincRNA	1953
chr10	ENSG00000264747.1	MIR3924	miRNA	80
chr10	ENSG00000264763.1	MIR4295	miRNA	84
chr10	ENSG00000264780.1	MIR4683	miRNA	80
chr10	ENSG00000264800.1	MIR4294	miRNA	75
chr10	ENSG00000264803.1	MIR378C	miRNA	80
chr10	ENSG00000265018.5	CTGLF12P	transcribed_unprocessed_pseudogene	2351
chr10	ENSG00000265092.1	MIR4484	miRNA	82
chr10	ENSG00000265190.5	ANXA8	protein_coding	1969
chr10	ENSG00000265203.1	RBP3	protein_coding	4272
chr10	ENSG00000265239.1	AC073587.1	miRNA	97
chr10	ENSG00000265268.1	AL356140.1	miRNA	95
chr10	ENSG00000265319.2	RN7SL847P	misc_RNA	269
chr10	ENSG00000265354.3	TIMM23	protein_coding	1215
chr10	ENSG00000265366.5	GLUD1P7	transcribed_unprocessed_pseudogene	599
chr10	ENSG00000265370.1	MIR4682	miRNA	79
chr10	ENSG00000265372.1	MIR4675	miRNA	76
chr10	ENSG00000265375.1	MIR4679-1	miRNA	76
chr10	ENSG00000265383.1	AL731561.1	miRNA	98
chr10	ENSG00000265395.1	MIR3944	miRNA	107
chr10	ENSG00000265398.1	AL139239.1	miRNA	85
chr10	ENSG00000265442.1	MIR3941	miRNA	102
chr10	ENSG00000265463.2	AL355361.1	miRNA	86
chr10	ENSG00000265486.2	RN7SL518P	misc_RNA	279
chr10	ENSG00000265630.2	GLUD1P8	unprocessed_pseudogene	200
chr10	ENSG00000265653.1	MIR548AK	miRNA	56
chr10	ENSG00000265719.1	MIR4681	miRNA	71
chr10	ENSG00000265733.1	SNORA74	snoRNA	200
chr10	ENSG00000265763.3	ZNF488	protein_coding	3494
chr10	ENSG00000265827.1	MIR4680	miRNA	65
chr10	ENSG00000265990.1	AL356154.1	miRNA	79
chr10	ENSG00000266057.1	AL607076.1	miRNA	81
chr10	ENSG00000266061.1	AL355531.1	miRNA	113
chr10	ENSG00000266069.1	AL139821.1	miRNA	98
chr10	ENSG00000266082.1	AL138925.1	miRNA	85
chr10	ENSG00000266200.5	PNLIPRP2	polymorphic_pseudogene	1469
chr10	ENSG00000266217.2	CTSLP7	unprocessed_pseudogene	391
chr10	ENSG00000266228.1	MIR3611	miRNA	82
chr10	ENSG00000266321.1	MIR4293	miRNA	77
chr10	ENSG00000266344.1	AL353731.1	miRNA	69
chr10	ENSG00000266407.1	MIR3157	miRNA	84
chr10	ENSG00000266412.4	NCOA4	protein_coding	3479
chr10	ENSG00000266467.2	RN7SL220P	misc_RNA	299
chr10	ENSG00000266524.2	GDF10	protein_coding	2455
chr10	ENSG00000266547.1	AL161645.1	miRNA	85
chr10	ENSG00000266591.1	AC022537.1	miRNA	127
chr10	ENSG00000266676.1	MIR4297	miRNA	75
chr10	ENSG00000266719.1	MIR4676	miRNA	71
chr10	ENSG00000266754.2	RN7SL524P	misc_RNA	299
chr10	ENSG00000266769.1	AL353751.1	miRNA	66
chr10	ENSG00000266782.1	MIR3663	miRNA	96
chr10	ENSG00000266800.1	AL135791.1	miRNA	82
chr10	ENSG00000266852.2	MIR4482	miRNA	69
chr10	ENSG00000268549.1	RP11-295P9.8	antisense	1976
chr10	ENSG00000268584.1	RP11-464F9.20	antisense	794
chr10	ENSG00000268659.2	RP11-310J24.3	sense_intronic	630
chr10	ENSG00000268894.5	PLCE1-AS1	antisense	1680
chr10	ENSG00000269256.1	RP11-325D15.2	antisense	590
chr10	ENSG00000269609.4	RPARP-AS1	processed_transcript	708
chr10	ENSG00000269891.2	ARHGAP19-SLIT1	protein_coding	2388
chr10	ENSG00000269897.4	COMMD3-BMI1	protein_coding	503
chr10	ENSG00000269920.1	RP11-690P14.4	protein_coding	2453
chr10	ENSG00000269926.1	RP11-442H21.2	antisense	845
chr10	ENSG00000269948.4	RP11-248J23.6	protein_coding	1603
chr10	ENSG00000269952.1	RP11-324I22.3	sense_intronic	334
chr10	ENSG00000270002.1	RP11-93H12.4	antisense	2617
chr10	ENSG00000270025.2	BMS1P7	transcribed_unprocessed_pseudogene	1045
chr10	ENSG00000270075.1	RP11-127L20.5	antisense	242
chr10	ENSG00000270087.4	RP11-399K21.11	lincRNA	498
chr10	ENSG00000270099.1	RP11-248J23.7	protein_coding	485
chr10	ENSG00000270111.1	RP11-271F18.4	lincRNA	501
chr10	ENSG00000270192.1	MRPS35P3	processed_pseudogene	708
chr10	ENSG00000270234.1	RP11-575N15.1	processed_pseudogene	278
chr10	ENSG00000270258.1	DUXAP4	processed_pseudogene	612
chr10	ENSG00000270294.1	RP11-566F5.1	processed_pseudogene	599
chr10	ENSG00000270300.1	PHACTR2P1	processed_pseudogene	1413
chr10	ENSG00000270316.1	C10orf32-ASMT	protein_coding	2655
chr10	ENSG00000270333.1	RP11-566F5.2	processed_pseudogene	236
chr10	ENSG00000270352.1	RP11-111N20.4	processed_pseudogene	447
chr10	ENSG00000270369.1	RP11-144G6.13	processed_pseudogene	297
chr10	ENSG00000270421.1	RP11-351O1.4	processed_pseudogene	359
chr10	ENSG00000270427.1	NRBF2P5	processed_pseudogene	787
chr10	ENSG00000270434.1	RP11-175I17.6	processed_pseudogene	296
chr10	ENSG00000270494.1	RP11-119F7.6	processed_pseudogene	248
chr10	ENSG00000270541.1	RP11-478B11.2	processed_pseudogene	357
chr10	ENSG00000270552.1	DUXAP3	unprocessed_pseudogene	592
chr10	ENSG00000270589.1	RP11-348N5.7	antisense	1648
chr10	ENSG00000270623.1	RP11-316M21.9	processed_pseudogene	606
chr10	ENSG00000270648.1	CYP2C61P	processed_pseudogene	289
chr10	ENSG00000270670.1	RP11-248C1.3	processed_pseudogene	1722
chr10	ENSG00000270727.1	RP11-51E20.1	processed_pseudogene	251
chr10	ENSG00000270754.1	NEK4P3	processed_pseudogene	543
chr10	ENSG00000270762.1	FXYD6P1	processed_pseudogene	284
chr10	ENSG00000270767.1	RP11-733D4.2	processed_pseudogene	110
chr10	ENSG00000270778.1	BUB1P1	processed_pseudogene	606
chr10	ENSG00000270808.1	RP11-574K11.27	processed_pseudogene	285
chr10	ENSG00000270811.1	RP11-393K12.4	processed_pseudogene	116
chr10	ENSG00000270874.1	RP11-420K10.1	processed_pseudogene	1165
chr10	ENSG00000270902.1	RP11-338O1.3	processed_pseudogene	164
chr10	ENSG00000270965.1	RP11-169K19.1	processed_pseudogene	645
chr10	ENSG00000270973.1	SMARCE1P7	processed_pseudogene	483
chr10	ENSG00000271046.1	RP11-138I18.2	lincRNA	839
chr10	ENSG00000271173.1	RP11-272J7.6	processed_pseudogene	511
chr10	ENSG00000271220.1	RP11-478H13.4	transcribed_processed_pseudogene	264
chr10	ENSG00000271237.1	RP11-140C5.3	processed_pseudogene	604
chr10	ENSG00000271251.1	RP11-543F8.3	processed_pseudogene	233
chr10	ENSG00000271335.4	RP11-324I22.4	antisense	1104
chr10	ENSG00000271343.1	RP11-435O11.5	processed_pseudogene	201
chr10	ENSG00000271353.1	RP11-179H18.8	processed_pseudogene	429
chr10	ENSG00000271360.1	RP11-138I18.1	antisense	922
chr10	ENSG00000271385.1	RP11-108M11.3	processed_pseudogene	130
chr10	ENSG00000271408.1	RP11-186O14.7	processed_pseudogene	718
chr10	ENSG00000271409.1	RP11-432J9.3	lincRNA	1961
chr10	ENSG00000271434.3	RP13-238F13.3	processed_transcript	1358
chr10	ENSG00000271563.1	HIRAP1	processed_pseudogene	786
chr10	ENSG00000271573.1	RP11-96C23.12	processed_pseudogene	293
chr10	ENSG00000271650.1	AL031601.4	processed_pseudogene	393
chr10	ENSG00000271670.1	RP11-95I16.4	antisense	623
chr10	ENSG00000271710.1	RP11-312P12.3	processed_pseudogene	366
chr10	ENSG00000271816.1	BMS1P4	processed_transcript	1901
chr10	ENSG00000271831.1	AL022345.9	unprocessed_pseudogene	26
chr10	ENSG00000271848.1	RP11-464F9.21	antisense	569
chr10	ENSG00000271880.1	AGAP11	processed_transcript	3066
chr10	ENSG00000271933.1	RP11-338I21.1	antisense	2162
chr10	ENSG00000271981.1	RP11-573G6.8	lincRNA	394
chr10	ENSG00000271985.1	RP11-589B3.7	processed_pseudogene	123
chr10	ENSG00000272055.1	RNU6-1	snRNA	106
chr10	ENSG00000272135.4	RP11-107C16.2	transcribed_unprocessed_pseudogene	532
chr10	ENSG00000272140.2	RP11-574K11.29	lincRNA	1028
chr10	ENSG00000272160.1	U4	snRNA	134
chr10	ENSG00000272319.1	AL022345.7	unprocessed_pseudogene	181
chr10	ENSG00000272366.1	RP11-573G6.10	lincRNA	238
chr10	ENSG00000272381.1	RP11-192P3.4	lincRNA	2244
chr10	ENSG00000272387.1	AL022345.8	unprocessed_pseudogene	152
chr10	ENSG00000272430.1	RP11-38L15.8	lincRNA	547
chr10	ENSG00000272436.1	CUX2P1	processed_pseudogene	297
chr10	ENSG00000272447.1	RP11-182L21.6	lincRNA	1700
chr10	ENSG00000272489.1	RP11-182L21.5	sense_intronic	1594
chr10	ENSG00000272507.1	U6	snRNA	99
chr10	ENSG00000272508.1	RP11-96C23.14	processed_transcript	1228
chr10	ENSG00000272516.1	RP11-573G6.9	lincRNA	583
chr10	ENSG00000272536.2	Metazoa_SRP	misc_RNA	283
chr10	ENSG00000272572.1	RP11-179B2.2	antisense	1636
chr10	ENSG00000272589.1	ZSWIM8-AS1	antisense	1456
chr10	ENSG00000272592.1	RP11-63A2.2	antisense	496
chr10	ENSG00000272599.2	RP11-152N13.16	antisense	832
chr10	ENSG00000272627.1	RP11-354E23.5	sense_intronic	492
chr10	ENSG00000272630.1	RP11-344N10.5	lincRNA	3003
chr10	ENSG00000272631.1	RP11-359E3.4	antisense	6544
chr10	ENSG00000272692.1	RP11-399K21.14	lincRNA	1887
chr10	ENSG00000272734.1	ADIRF-AS1	processed_transcript	2204
chr10	ENSG00000272748.1	RP11-222G7.2	lincRNA	520
chr10	ENSG00000272764.1	RP11-318E3.9	lincRNA	274
chr10	ENSG00000272767.1	JMJD1C-AS1	antisense	1334
chr10	ENSG00000272791.1	RP11-464F9.22	lincRNA	934
chr10	ENSG00000272817.1	RP11-402D21.2	antisense	569
chr10	ENSG00000272853.1	RP11-398C13.6	lincRNA	998
chr10	ENSG00000272892.1	RP11-57G10.8	lincRNA	1221
chr10	ENSG00000272912.1	RP11-724N1.1	lincRNA	819
chr10	ENSG00000272914.1	RP11-330O11.3	sense_intronic	1559
chr10	ENSG00000272916.4	RP11-574K11.31	protein_coding	5801
chr10	ENSG00000272933.1	RP11-47A8.5	lincRNA	1348
chr10	ENSG00000272983.1	RP11-508N22.12	lincRNA	7062
chr10	ENSG00000272988.1	RP11-150D20.5	lincRNA	743
chr10	ENSG00000273001.1	RP11-118K6.3	lincRNA	577
chr10	ENSG00000273008.1	RP11-351D16.3	lincRNA	1510
chr10	ENSG00000273012.1	RP11-90B22.1	lincRNA	250
chr10	ENSG00000273019.1	RP11-508N22.13	lincRNA	325
chr10	ENSG00000273030.1	RP11-285F16.1	lincRNA	487
chr10	ENSG00000273038.2	RP11-479G22.8	lincRNA	2056
chr10	ENSG00000273107.1	RP11-165A20.3	lincRNA	272
chr10	ENSG00000273108.1	RP11-416N2.4	antisense	1431
chr10	ENSG00000273124.1	RP11-236B18.5	lincRNA	233
chr10	ENSG00000273143.1	RP11-525A16.4	lincRNA	484
chr10	ENSG00000273153.1	RP11-406H21.2	lincRNA	249
chr10	ENSG00000273162.1	RP11-108L7.15	lincRNA	976
chr10	ENSG00000273225.3	FAM25BP	processed_transcript	316
chr10	ENSG00000273248.1	RP11-399K21.13	lincRNA	353
chr10	ENSG00000273262.1	RP11-18I14.11	antisense	520
chr10	ENSG00000273312.1	RP11-425A6.5	antisense	2152
chr10	ENSG00000273327.1	OR6L2P	unprocessed_pseudogene	924
chr10	ENSG00000273336.1	OR7M1P	unprocessed_pseudogene	532
